id,title,description,tag,estimated_hours,created_at,due_date,days_left,priority,type,assignee
TASK0415,Fix login error,Design and implement onboarding wizard for new users.,research,2,2025-10-06,2025-10-20,-3,Medium,bug,Bob
TASK0416,Fix login error,Design and implement onboarding wizard for new users.,devops,4,2025-10-14,2025-10-17,-6,Medium,feature,Alice
TASK0417,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,ux,12,2025-09-29,2025-10-18,-5,High,feature,Esha
TASK0418,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,research,2,2025-10-03,2025-10-10,-13,Medium,chore,Alice
TASK0419,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,devops,8,2025-10-05,2025-10-23,0,High,bug,Chitra
TASK0420,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,ux,8,2025-10-14,2025-10-18,-5,High,bug,Dev
TASK0421,Fix login error,Add unit tests for payment module to improve coverage to 80%.,ux,12,2025-09-24,2025-09-29,-24,High,feature,Bob
TASK0422,Update user profile UI,Speed up image loading using lazy loading and compression.,ux,2,2025-10-16,2025-10-29,6,Low,feature,Esha
TASK0423,Write unit tests,App crashes intermittently when submitting large form payloads.,testing,6,2025-10-03,2025-10-06,-17,Medium,feature,Alice
TASK0424,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,data,4,2025-10-11,2025-10-26,3,Low,chore,Chitra
TASK0425,Fix login error,Need to implement a search bar with fuzzy matching and filters.,data,6,2025-10-05,2025-10-17,-6,Medium,chore,Esha
TASK0426,Database migration,App crashes intermittently when submitting large form payloads.,ux,2,2025-10-11,2025-10-27,4,Low,bug,Chitra
TASK0427,Refactor auth module,Allow users to export orders in CSV and Excel format.,frontend,8,2025-10-13,2025-10-29,6,Low,feature,Alice
TASK0428,Add search feature,Design and implement onboarding wizard for new users.,backend,1,2025-10-22,2025-10-28,5,Medium,feature,Alice
TASK0429,Investigate crash on submit,Add migration scripts to move old schema to new one. Ensure backups.,data,2,2025-09-23,2025-10-03,-20,Medium,bug,Chitra
TASK0430,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,backend,4,2025-10-21,2025-10-27,4,Medium,bug,Chitra
TASK0431,Database migration,App crashes intermittently when submitting large form payloads.,data,1,2025-09-30,2025-10-04,-19,Medium,bug,Dev
TASK0432,Update user profile UI,Allow users to export orders in CSV and Excel format.,frontend,8,2025-10-21,2025-11-05,13,Low,bug,Chitra
TASK0433,Add search feature,App crashes intermittently when submitting large form payloads.,data,2,2025-09-27,2025-10-13,-10,Medium,bug,Dev
TASK0434,Add search feature,Need to implement a search bar with fuzzy matching and filters.,devops,4,2025-10-21,2025-10-31,8,Low,bug,Bob
TASK0435,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,research,8,2025-10-03,2025-10-04,-19,High,feature,Bob
TASK0436,Optimize image loading,Add migration scripts to move old schema to new one. Ensure backups.,data,12,2025-10-09,2025-10-14,-9,High,chore,Esha
TASK0437,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,backend,1,2025-10-02,2025-10-07,-16,Medium,feature,Esha
TASK0438,Investigate crash on submit,Speed up image loading using lazy loading and compression.,testing,4,2025-09-30,2025-10-05,-18,Medium,bug,Alice
TASK0439,Refactor auth module,Allow users to export orders in CSV and Excel format.,research,12,2025-10-16,2025-11-05,13,Low,bug,Alice
TASK0440,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,research,8,2025-09-26,2025-10-13,-10,High,bug,Dev
TASK0441,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,testing,6,2025-10-14,2025-10-18,-5,Medium,bug,Esha
TASK0442,Refactor auth module,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,4,2025-10-21,2025-10-26,3,Medium,feature,Esha
TASK0443,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,data,2,2025-10-10,2025-10-26,3,Low,chore,Alice
TASK0444,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,backend,4,2025-10-23,2025-10-30,7,Low,bug,Alice
TASK0445,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,devops,12,2025-09-23,2025-10-10,-13,High,feature,Dev
TASK0446,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,data,8,2025-10-01,2025-10-19,-4,High,feature,Chitra
TASK0447,Write unit tests,Need to implement a search bar with fuzzy matching and filters.,research,2,2025-10-21,2025-10-26,3,Low,feature,Dev
TASK0448,Add search feature,Add unit tests for payment module to improve coverage to 80%.,data,6,2025-10-05,2025-10-13,-10,Medium,bug,Alice
TASK0449,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,testing,8,2025-09-24,2025-10-14,-9,High,bug,Bob
TASK0450,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,data,1,2025-10-20,2025-10-26,3,Low,feature,Chitra
TASK0451,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,frontend,4,2025-10-07,2025-10-12,-11,Medium,feature,Chitra
TASK0452,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,6,2025-09-30,2025-10-09,-14,Medium,feature,Chitra
TASK0453,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,testing,6,2025-10-01,2025-10-18,-5,Medium,feature,Dev
TASK0454,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,2,2025-09-26,2025-10-05,-18,Medium,feature,Esha
TASK0455,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,data,8,2025-10-02,2025-10-03,-20,High,bug,Alice
TASK0456,Fix login error,Design and implement onboarding wizard for new users.,devops,6,2025-10-16,2025-10-21,-2,Medium,bug,Alice
TASK0457,Investigate crash on submit,Add migration scripts to move old schema to new one. Ensure backups.,devops,2,2025-10-06,2025-10-20,-3,Medium,chore,Chitra
TASK0458,Add search feature,Allow users to export orders in CSV and Excel format.,devops,1,2025-10-15,2025-11-01,9,Low,feature,Alice
TASK0459,Database migration,Refactor authentication flow to use OAuth2 best practices.,backend,6,2025-10-18,2025-10-21,-2,Medium,chore,Chitra
TASK0460,Write unit tests,Speed up image loading using lazy loading and compression.,backend,8,2025-09-29,2025-10-14,-9,High,bug,Bob
TASK0461,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,data,8,2025-10-14,2025-10-22,-1,High,feature,Esha
TASK0462,Database migration,Refactor authentication flow to use OAuth2 best practices.,ux,2,2025-10-08,2025-10-13,-10,Medium,bug,Dev
TASK0463,Database migration,Refactor authentication flow to use OAuth2 best practices.,devops,12,2025-10-23,2025-10-24,1,High,chore,Alice
TASK0464,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,backend,2,2025-09-29,2025-10-16,-7,Medium,chore,Dev
TASK0465,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,data,4,2025-10-08,2025-10-11,-12,Medium,bug,Bob
TASK0466,Refactor auth module,App crashes intermittently when submitting large form payloads.,data,4,2025-09-25,2025-10-10,-13,Medium,chore,Alice
TASK0467,Add search feature,Refactor authentication flow to use OAuth2 best practices.,frontend,12,2025-10-05,2025-10-18,-5,High,bug,Esha
TASK0468,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,4,2025-10-22,2025-10-31,8,Low,chore,Dev
TASK0469,Optimize image loading,Speed up image loading using lazy loading and compression.,testing,4,2025-10-01,2025-10-09,-14,Medium,bug,Bob
TASK0470,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,frontend,1,2025-10-19,2025-10-25,2,Medium,feature,Chitra
TASK0471,Add search feature,Refactor authentication flow to use OAuth2 best practices.,devops,2,2025-10-10,2025-10-25,2,Medium,bug,Chitra
TASK0472,Add search feature,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-09-26,2025-10-06,-17,High,chore,Esha
TASK0473,Database migration,Speed up image loading using lazy loading and compression.,frontend,1,2025-10-22,2025-10-30,7,Low,chore,Dev
TASK0474,Fix login error,Add unit tests for payment module to improve coverage to 80%.,devops,2,2025-10-07,2025-10-08,-15,Medium,chore,Dev
TASK0475,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,backend,6,2025-10-06,2025-10-10,-13,Medium,chore,Bob
TASK0476,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,2,2025-10-20,2025-10-25,2,Medium,bug,Dev
TASK0477,Add search feature,Allow users to export orders in CSV and Excel format.,research,4,2025-10-12,2025-10-15,-8,Medium,bug,Alice
TASK0478,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,4,2025-10-17,2025-10-21,-2,Medium,bug,Dev
TASK0479,Update user profile UI,Allow users to export orders in CSV and Excel format.,testing,12,2025-10-22,2025-11-04,12,Low,feature,Dev
TASK0480,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,2,2025-10-02,2025-10-08,-15,Medium,bug,Dev
TASK0481,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,8,2025-09-25,2025-10-15,-8,High,bug,Chitra
TASK0482,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,testing,1,2025-10-08,2025-10-11,-12,Medium,bug,Bob
TASK0483,Database migration,Refactor authentication flow to use OAuth2 best practices.,frontend,12,2025-10-10,2025-10-28,5,Medium,feature,Dev
TASK0484,Optimize image loading,Design and implement onboarding wizard for new users.,research,6,2025-09-28,2025-10-10,-13,Medium,chore,Esha
TASK0485,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,frontend,1,2025-10-13,2025-10-24,1,Medium,feature,Alice
TASK0486,Write unit tests,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,6,2025-09-25,2025-10-12,-11,Medium,feature,Esha
TASK0487,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-10-16,2025-10-24,1,High,bug,Alice
TASK0488,Database migration,Allow users to export orders in CSV and Excel format.,ux,6,2025-09-29,2025-10-11,-12,Medium,chore,Bob
TASK0489,Database migration,Allow users to export orders in CSV and Excel format.,devops,12,2025-10-18,2025-10-30,7,Medium,chore,Alice
TASK0490,Optimize image loading,Allow users to export orders in CSV and Excel format.,research,2,2025-10-01,2025-10-20,-3,Medium,chore,Dev
TASK0491,Write unit tests,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,1,2025-10-06,2025-10-09,-14,Medium,bug,Esha
TASK0492,Fix login error,Refactor authentication flow to use OAuth2 best practices.,testing,1,2025-10-16,2025-10-27,4,Low,chore,Bob
TASK0493,Update user profile UI,Speed up image loading using lazy loading and compression.,data,2,2025-09-28,2025-10-09,-14,Medium,bug,Bob
TASK0494,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,ux,8,2025-10-05,2025-10-17,-6,High,chore,Chitra
TASK0495,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,backend,4,2025-10-01,2025-10-11,-12,Medium,bug,Bob
TASK0496,Investigate crash on submit,Design and implement onboarding wizard for new users.,data,4,2025-09-30,2025-10-06,-17,Medium,feature,Esha
TASK0497,Add export CSV,Speed up image loading using lazy loading and compression.,frontend,12,2025-10-01,2025-10-20,-3,High,chore,Dev
TASK0498,Write unit tests,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,12,2025-10-14,2025-10-15,-8,High,chore,Esha
TASK0499,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,8,2025-10-11,2025-10-22,-1,High,chore,Esha
TASK0500,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,testing,2,2025-10-16,2025-10-27,4,Low,feature,Bob
TASK0501,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,data,1,2025-10-12,2025-10-23,0,Medium,feature,Chitra
TASK0502,Database migration,Need to implement a search bar with fuzzy matching and filters.,devops,4,2025-10-17,2025-10-21,-2,Medium,feature,Alice
TASK0503,Create onboarding flow,App crashes intermittently when submitting large form payloads.,frontend,6,2025-10-11,2025-10-27,4,Low,chore,Chitra
TASK0504,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,ux,6,2025-10-06,2025-10-25,2,Medium,feature,Bob
TASK0505,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,ux,1,2025-10-18,2025-10-28,5,Low,bug,Chitra
TASK0506,Add search feature,Need to implement a search bar with fuzzy matching and filters.,devops,2,2025-09-23,2025-10-06,-17,Medium,bug,Alice
TASK0507,Add search feature,Speed up image loading using lazy loading and compression.,research,8,2025-10-06,2025-10-22,-1,High,feature,Dev
TASK0508,Update user profile UI,Allow users to export orders in CSV and Excel format.,testing,2,2025-09-23,2025-09-25,-28,Medium,bug,Bob
TASK0509,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,data,12,2025-10-17,2025-11-04,12,Low,bug,Chitra
TASK0510,Database migration,Need to implement a search bar with fuzzy matching and filters.,backend,6,2025-10-14,2025-11-02,10,Low,feature,Dev
TASK0511,Fix login error,Speed up image loading using lazy loading and compression.,backend,6,2025-10-19,2025-10-22,-1,Medium,bug,Esha
TASK0512,Database migration,Need to implement a search bar with fuzzy matching and filters.,backend,2,2025-10-08,2025-10-14,-9,Medium,feature,Alice
TASK0513,Add search feature,Add unit tests for payment module to improve coverage to 80%.,ux,6,2025-10-08,2025-10-24,1,Medium,feature,Chitra
TASK0514,Refactor auth module,App crashes intermittently when submitting large form payloads.,frontend,4,2025-10-21,2025-11-03,11,Low,feature,Dev
TASK0515,Write unit tests,Design and implement onboarding wizard for new users.,testing,4,2025-10-22,2025-10-30,7,Low,chore,Esha
TASK0516,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,backend,12,2025-10-22,2025-11-03,11,Medium,chore,Dev
TASK0517,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,research,1,2025-09-29,2025-10-12,-11,Medium,chore,Dev
TASK0518,Refactor auth module,Design and implement onboarding wizard for new users.,research,2,2025-09-23,2025-10-09,-14,Medium,bug,Dev
TASK0519,Fix login error,Refactor authentication flow to use OAuth2 best practices.,research,8,2025-09-25,2025-10-14,-9,High,feature,Esha
TASK0520,Add search feature,Design and implement onboarding wizard for new users.,frontend,2,2025-10-19,2025-10-26,3,Low,chore,Bob
TASK0521,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,data,6,2025-10-22,2025-10-29,6,Low,chore,Bob
TASK0522,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,devops,12,2025-09-27,2025-09-30,-23,High,bug,Esha
TASK0523,Refactor auth module,Speed up image loading using lazy loading and compression.,ux,4,2025-10-11,2025-10-28,5,Low,feature,Alice
TASK0524,Add export CSV,Allow users to export orders in CSV and Excel format.,research,6,2025-09-28,2025-10-02,-21,Medium,feature,Bob
TASK0525,Add export CSV,Allow users to export orders in CSV and Excel format.,ux,1,2025-10-05,2025-10-09,-14,Medium,feature,Alice
TASK0526,Write unit tests,Refactor authentication flow to use OAuth2 best practices.,devops,6,2025-09-28,2025-10-07,-16,Medium,feature,Dev
TASK0527,Add export CSV,Design and implement onboarding wizard for new users.,backend,2,2025-10-05,2025-10-14,-9,Medium,feature,Esha
TASK0528,Investigate crash on submit,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,4,2025-10-04,2025-10-12,-11,Medium,bug,Dev
TASK0529,Write unit tests,Speed up image loading using lazy loading and compression.,backend,4,2025-09-24,2025-10-04,-19,Medium,bug,Dev
TASK0530,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,frontend,4,2025-09-26,2025-10-11,-12,Medium,feature,Chitra
TASK0531,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,data,1,2025-10-15,2025-10-22,-1,Medium,feature,Dev
TASK0532,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,ux,4,2025-09-30,2025-10-02,-21,Medium,feature,Bob
TASK0533,Write unit tests,Refactor authentication flow to use OAuth2 best practices.,testing,2,2025-10-21,2025-11-07,15,Low,chore,Alice
TASK0534,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,ux,1,2025-10-18,2025-10-26,3,Low,bug,Alice
TASK0535,Optimize image loading,Add migration scripts to move old schema to new one. Ensure backups.,devops,4,2025-09-24,2025-10-09,-14,Medium,feature,Alice
TASK0536,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,devops,6,2025-10-02,2025-10-22,-1,Medium,feature,Dev
TASK0537,Refactor auth module,Speed up image loading using lazy loading and compression.,devops,2,2025-10-05,2025-10-14,-9,Medium,feature,Alice
TASK0538,Fix login error,App crashes intermittently when submitting large form payloads.,backend,2,2025-10-14,2025-11-02,10,Low,feature,Bob
TASK0539,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,data,2,2025-09-26,2025-10-05,-18,Medium,feature,Esha
TASK0540,Fix login error,Design and implement onboarding wizard for new users.,frontend,12,2025-10-23,2025-10-29,6,Low,feature,Alice
TASK0541,Write unit tests,Allow users to export orders in CSV and Excel format.,ux,4,2025-10-16,2025-10-25,2,Medium,feature,Dev
TASK0542,Optimize image loading,Design and implement onboarding wizard for new users.,devops,2,2025-09-26,2025-10-11,-12,Medium,bug,Esha
TASK0543,Add export CSV,App crashes intermittently when submitting large form payloads.,research,1,2025-09-27,2025-09-28,-25,Medium,feature,Chitra
TASK0544,Add export CSV,Allow users to export orders in CSV and Excel format.,devops,4,2025-10-06,2025-10-10,-13,Medium,feature,Chitra
TASK0545,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,devops,12,2025-10-15,2025-10-25,2,High,bug,Esha
TASK0546,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,8,2025-09-29,2025-10-12,-11,High,feature,Bob
TASK0547,Fix login error,Design and implement onboarding wizard for new users.,devops,4,2025-09-30,2025-10-14,-9,Medium,feature,Alice
TASK0548,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,devops,12,2025-10-05,2025-10-13,-10,High,feature,Dev
TASK0549,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,devops,2,2025-09-24,2025-10-12,-12,Medium,bug,Alice
TASK0550,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,data,8,2025-10-08,2025-10-14,-9,High,chore,Chitra
TASK0551,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,devops,2,2025-10-03,2025-10-13,-10,Medium,feature,Chitra
TASK0552,Write unit tests,Allow users to export orders in CSV and Excel format.,devops,6,2025-10-12,2025-10-16,-7,Medium,feature,Esha
TASK0553,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,testing,2,2025-10-05,2025-10-22,-1,Medium,bug,Dev
TASK0554,Write unit tests,App crashes intermittently when submitting large form payloads.,backend,2,2025-10-07,2025-10-12,-11,Medium,chore,Chitra
TASK0555,Add export CSV,Design and implement onboarding wizard for new users.,frontend,4,2025-10-10,2025-10-16,-7,Medium,feature,Dev
TASK0556,Update user profile UI,Speed up image loading using lazy loading and compression.,data,1,2025-10-13,2025-10-14,-9,Medium,feature,Bob
TASK0557,Update user profile UI,Allow users to export orders in CSV and Excel format.,ux,2,2025-09-29,2025-10-15,-8,Medium,feature,Alice
TASK0558,Add export CSV,App crashes intermittently when submitting large form payloads.,data,6,2025-10-19,2025-11-01,9,Low,feature,Dev
TASK0559,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,2,2025-10-11,2025-10-23,0,Medium,chore,Chitra
TASK0560,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,backend,12,2025-09-29,2025-09-30,-23,High,feature,Bob
TASK0561,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,frontend,1,2025-10-16,2025-10-29,6,Low,feature,Chitra
TASK0562,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,4,2025-10-18,2025-11-02,10,Low,feature,Esha
TASK0563,Optimize image loading,App crashes intermittently when submitting large form payloads.,data,2,2025-10-07,2025-10-18,-5,Medium,chore,Dev
TASK0564,Database migration,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,6,2025-10-12,2025-10-13,-10,Medium,bug,Bob
TASK0565,Fix login error,Allow users to export orders in CSV and Excel format.,research,2,2025-10-17,2025-10-21,-2,Medium,feature,Alice
TASK0566,Write unit tests,Refactor authentication flow to use OAuth2 best practices.,research,1,2025-10-11,2025-10-31,8,Low,chore,Alice
TASK0567,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,1,2025-10-03,2025-10-17,-6,Medium,feature,Alice
TASK0568,Write unit tests,Design and implement onboarding wizard for new users.,data,2,2025-10-06,2025-10-13,-10,Medium,feature,Alice
TASK0569,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,data,8,2025-10-14,2025-10-23,0,High,feature,Bob
TASK0570,Add search feature,Refactor authentication flow to use OAuth2 best practices.,data,8,2025-10-10,2025-10-14,-9,High,bug,Alice
TASK0571,Database migration,Allow users to export orders in CSV and Excel format.,frontend,4,2025-10-08,2025-10-25,2,Medium,chore,Chitra
TASK0572,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,frontend,1,2025-10-01,2025-10-19,-4,Medium,feature,Bob
TASK0573,Create onboarding flow,Speed up image loading using lazy loading and compression.,frontend,1,2025-10-01,2025-10-02,-21,Medium,feature,Alice
TASK0574,Add export CSV,Design and implement onboarding wizard for new users.,frontend,1,2025-09-27,2025-10-14,-9,Medium,bug,Alice
TASK0575,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,testing,4,2025-09-25,2025-10-04,-19,Medium,feature,Alice
TASK0576,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,4,2025-09-27,2025-10-09,-14,Medium,chore,Chitra
TASK0577,Add search feature,Need to implement a search bar with fuzzy matching and filters.,ux,1,2025-10-10,2025-10-11,-12,Medium,chore,Bob
TASK0578,Optimize image loading,Design and implement onboarding wizard for new users.,research,4,2025-10-13,2025-10-16,-7,Medium,feature,Chitra
TASK0579,Add search feature,App crashes intermittently when submitting large form payloads.,testing,6,2025-10-18,2025-10-27,4,Low,chore,Dev
TASK0580,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,2,2025-09-28,2025-09-30,-23,Medium,chore,Bob
TASK0581,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,testing,8,2025-10-20,2025-11-04,12,Low,bug,Dev
TASK0582,Optimize image loading,Allow users to export orders in CSV and Excel format.,backend,12,2025-09-29,2025-10-04,-19,High,feature,Dev
TASK0583,Investigate crash on submit,Design and implement onboarding wizard for new users.,backend,1,2025-10-20,2025-10-29,6,Low,feature,Alice
TASK0584,Refactor auth module,Allow users to export orders in CSV and Excel format.,data,8,2025-10-01,2025-10-09,-14,High,chore,Chitra
TASK0585,Refactor auth module,Allow users to export orders in CSV and Excel format.,backend,6,2025-10-07,2025-10-15,-8,Medium,feature,Dev
TASK0586,Refactor auth module,Allow users to export orders in CSV and Excel format.,backend,1,2025-10-19,2025-10-25,2,Medium,feature,Dev
TASK0587,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,6,2025-09-26,2025-10-07,-16,Medium,bug,Chitra
TASK0588,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,research,12,2025-10-22,2025-11-04,12,Low,feature,Bob
TASK0589,Create onboarding flow,Design and implement onboarding wizard for new users.,ux,8,2025-10-21,2025-11-05,13,Low,bug,Dev
TASK0590,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,testing,12,2025-10-09,2025-10-10,-13,High,bug,Dev
TASK0591,Refactor auth module,Refactor authentication flow to use OAuth2 best practices.,backend,1,2025-10-22,2025-11-11,19,Low,chore,Chitra
TASK0592,Refactor auth module,Refactor authentication flow to use OAuth2 best practices.,frontend,12,2025-09-25,2025-10-10,-13,High,chore,Chitra
TASK0593,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,ux,6,2025-09-27,2025-10-08,-15,Medium,feature,Esha
TASK0594,Create onboarding flow,Speed up image loading using lazy loading and compression.,data,6,2025-10-04,2025-10-08,-15,Medium,bug,Bob
TASK0595,Optimize image loading,Speed up image loading using lazy loading and compression.,ux,12,2025-10-23,2025-11-02,10,Low,feature,Chitra
TASK0596,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,6,2025-10-01,2025-10-06,-17,Medium,chore,Dev
TASK0597,Write unit tests,Allow users to export orders in CSV and Excel format.,frontend,2,2025-10-20,2025-10-24,1,Medium,chore,Dev
TASK0598,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,data,4,2025-10-17,2025-10-21,-2,Medium,feature,Alice
TASK0599,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,ux,6,2025-09-24,2025-10-09,-14,Medium,feature,Esha
TASK0600,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,12,2025-10-19,2025-10-21,-2,High,feature,Dev
TASK0601,Add export CSV,Design and implement onboarding wizard for new users.,research,2,2025-09-27,2025-10-16,-7,Medium,bug,Bob
TASK0602,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,research,4,2025-10-20,2025-11-06,14,Low,chore,Dev
TASK0603,Database migration,Add unit tests for payment module to improve coverage to 80%.,testing,4,2025-10-04,2025-10-14,-9,Medium,feature,Bob
TASK0604,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,data,12,2025-10-19,2025-11-05,13,Low,bug,Esha
TASK0605,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,data,2,2025-09-26,2025-10-03,-20,Medium,bug,Chitra
TASK0606,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,data,12,2025-10-02,2025-10-08,-15,High,feature,Chitra
TASK0607,Add search feature,Speed up image loading using lazy loading and compression.,research,6,2025-10-01,2025-10-20,-3,Medium,feature,Dev
TASK0608,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,ux,6,2025-10-02,2025-10-03,-20,Medium,feature,Alice
TASK0609,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,1,2025-10-11,2025-10-18,-5,Medium,bug,Bob
TASK0610,Write unit tests,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,1,2025-10-14,2025-10-24,1,Medium,bug,Esha
TASK0611,Optimize image loading,Design and implement onboarding wizard for new users.,backend,8,2025-10-22,2025-11-09,17,Medium,chore,Esha
TASK0612,Database migration,Refactor authentication flow to use OAuth2 best practices.,ux,12,2025-10-11,2025-10-21,-2,High,feature,Alice
TASK0613,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,testing,12,2025-09-24,2025-10-05,-18,High,chore,Alice
TASK0614,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,research,6,2025-10-23,2025-10-31,8,Low,chore,Chitra
TASK0615,Add export CSV,Refactor authentication flow to use OAuth2 best practices.,data,8,2025-09-29,2025-10-06,-17,High,feature,Bob
TASK0616,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,data,1,2025-10-14,2025-10-20,-3,Medium,chore,Esha
TASK0617,Investigate crash on submit,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,4,2025-10-20,2025-11-07,15,Low,bug,Bob
TASK0618,Write unit tests,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,6,2025-10-05,2025-10-10,-13,Medium,bug,Chitra
TASK0619,Fix login error,Allow users to export orders in CSV and Excel format.,ux,12,2025-10-04,2025-10-14,-9,High,feature,Esha
TASK0620,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,ux,12,2025-10-06,2025-10-17,-6,High,feature,Bob
TASK0621,Add search feature,Refactor authentication flow to use OAuth2 best practices.,frontend,6,2025-10-07,2025-10-25,2,Medium,feature,Alice
TASK0622,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,data,4,2025-10-12,2025-10-23,0,Medium,feature,Bob
